✅ Loaded: /content/drive/MyDrive/gan-rl-runs/12000_iters/checkpoints_128_12000_iters/gan_step_002500.pt
▶️ Resume: step 2501 -> 11999
step 2510 | loss_D 1.2668 | loss_G 0.7779 | D(real) +0.051 | D(fake) -0.241
step 10900 | loss_D 0.8537 | loss_G 1.2204 | D(real) +1.476 | D(fake) -0.150
step 10910 | loss_D 1.0604 | loss_G 0.9697 | D(real) +0.489 | D(fake) -0.792
step 10920 | loss_D 1.0950 | loss_G 1.0061 | D(real) +0.335 | D(fake) -0.476
step 10930 | loss_D 0.9881 | loss_G 1.3874 | D(real) +0.397 | D(fake) -0.674
step 10940 | loss_D 0.8688 | loss_G 1.6216 | D(real) +1.650 | D(fake) -0.580
step 10950 | loss_D 1.0586 | loss_G 0.5709 | D(real) +0.619 | D(fake) -0.666
step 10960 | loss_D 1.0072 | loss_G 0.9331 | D(real) +0.570 | D(fake) -1.202
step 10970 | loss_D 1.1833 | loss_G 0.8420 | D(real) +0.740 | D(fake) +0.036
step 10980 | loss_D 0.7873 | loss_G 1.4544 | D(real) +1.041 | D(fake) -0.943
step 10990 | loss_D 0.9647 | loss_G 1.0732 | D(real) +0.734 | D(fake) -0.461
step 11000 | loss_D 1.3358 | loss_G 0.8432 | D(real) -0.208 | D(fake) -0.547
💾 Saved: /content/drive/MyDrive/gan-rl-runs/12000_iters/checkpoints_64_12000_iters/checkpoints_64_12000_iters/gan_step_011000.pt
step 11010 | loss_D 0.9088 | loss_G 1.1787 | D(real) +1.317 | D(fake) -0.391
step 11020 | loss_D 1.4373 | loss_G 1.3759 | D(real) -0.112 | D(fake) -0.082
step 11030 | loss_D 0.9313 | loss_G 0.9848 | D(real) +1.261 | D(fake) -0.127
step 11040 | loss_D 0.7160 | loss_G 1.5758 | D(real) +1.866 | D(fake) -0.414
step 11050 | loss_D 0.7877 | loss_G 1.0467 | D(real) +1.231 | D(fake) -0.535
step 11060 | loss_D 0.4701 | loss_G 2.1158 | D(real) +1.406 | D(fake) -1.492
step 11070 | loss_D 0.9509 | loss_G 1.1491 | D(real) +0.491 | D(fake) -0.722
step 11080 | loss_D 0.9009 | loss_G 1.3354 | D(real) +0.703 | D(fake) -0.518
step 11090 | loss_D 1.0801 | loss_G 1.1825 | D(real) +0.374 | D(fake) -0.486
step 11100 | loss_D 1.0565 | loss_G 0.9922 | D(real) +0.923 | D(fake) -0.405
step 11110 | loss_D 0.8331 | loss_G 1.4825 | D(real) +2.811 | D(fake) +0.036
step 11120 | loss_D 0.9708 | loss_G 1.5050 | D(real) +0.750 | D(fake) -0.391
step 11130 | loss_D 1.0082 | loss_G 1.2684 | D(real) +0.522 | D(fake) -0.379
step 11140 | loss_D 1.2091 | loss_G 0.8988 | D(real) +0.575 | D(fake) -0.126
step 11150 | loss_D 0.7916 | loss_G 1.5270 | D(real) +1.079 | D(fake) -0.556
step 11160 | loss_D 1.1063 | loss_G 1.2294 | D(real) +1.247 | D(fake) -0.088
step 11170 | loss_D 0.8891 | loss_G 1.2719 | D(real) +0.641 | D(fake) -0.649
step 11180 | loss_D 1.1693 | loss_G 0.9786 | D(real) +0.093 | D(fake) -0.495
step 11190 | loss_D 1.0247 | loss_G 1.0998 | D(real) +1.190 | D(fake) -0.326
step 11200 | loss_D 1.1506 | loss_G 0.9866 | D(real) +0.514 | D(fake) -0.189
step 11210 | loss_D 1.2512 | loss_G 1.1169 | D(real) +0.506 | D(fake) +0.071
step 11220 | loss_D 1.0362 | loss_G 1.2306 | D(real) +0.407 | D(fake) -0.584
step 11230 | loss_D 0.5340 | loss_G 1.7797 | D(real) +1.559 | D(fake) -0.984
step 11240 | loss_D 1.5993 | loss_G 1.5946 | D(real) +0.449 | D(fake) +0.469
step 11250 | loss_D 1.0603 | loss_G 1.2037 | D(real) +0.298 | D(fake) -0.655
step 11260 | loss_D 0.9941 | loss_G 1.3998 | D(real) +0.697 | D(fake) -0.257
step 11270 | loss_D 0.9355 | loss_G 1.0835 | D(real) +0.308 | D(fake) -0.922
step 11280 | loss_D 1.0130 | loss_G 1.1416 | D(real) +0.535 | D(fake) -0.417
step 11290 | loss_D 1.5065 | loss_G 0.6172 | D(real) -0.113 | D(fake) -0.004
step 11300 | loss_D 0.7690 | loss_G 1.3138 | D(real) +0.981 | D(fake) -0.972
step 11310 | loss_D 0.6848 | loss_G 1.2515 | D(real) +1.920 | D(fake) -0.408
step 11320 | loss_D 0.7960 | loss_G 1.5322 | D(real) +1.617 | D(fake) -0.405
step 11330 | loss_D 0.8185 | loss_G 1.0993 | D(real) +1.292 | D(fake) -0.393
step 11340 | loss_D 1.4352 | loss_G 1.3422 | D(real) +0.151 | D(fake) -0.063
step 11350 | loss_D 0.7167 | loss_G 1.5463 | D(real) +0.943 | D(fake) -0.874
step 11360 | loss_D 1.0976 | loss_G 1.0609 | D(real) +0.260 | D(fake) -0.457
step 11370 | loss_D 1.0839 | loss_G 1.4973 | D(real) +1.482 | D(fake) +0.051
step 11380 | loss_D 1.0451 | loss_G 1.1416 | D(real) +0.295 | D(fake) -0.668
step 11390 | loss_D 0.6595 | loss_G 1.8153 | D(real) +1.543 | D(fake) -0.693
step 11400 | loss_D 0.8703 | loss_G 1.3810 | D(real) +0.565 | D(fake) -1.044
step 11410 | loss_D 1.1042 | loss_G 1.2739 | D(real) +0.007 | D(fake) -0.782
step 11420 | loss_D 1.1725 | loss_G 1.3635 | D(real) +0.837 | D(fake) +0.094
step 11430 | loss_D 0.8840 | loss_G 0.9261 | D(real) +0.523 | D(fake) -0.695
step 11440 | loss_D 0.9500 | loss_G 1.1383 | D(real) +0.819 | D(fake) -0.405
step 11450 | loss_D 1.3272 | loss_G 0.8950 | D(real) +0.191 | D(fake) -0.210
step 11460 | loss_D 1.2374 | loss_G 0.8961 | D(real) +0.872 | D(fake) -0.023
step 11470 | loss_D 0.8820 | loss_G 1.7637 | D(real) +0.849 | D(fake) -0.552
step 11480 | loss_D 1.0961 | loss_G 1.2472 | D(real) +0.646 | D(fake) -0.331
step 11490 | loss_D 0.9250 | loss_G 1.5636 | D(real) +0.606 | D(fake) -1.241
step 11500 | loss_D 0.9476 | loss_G 0.9033 | D(real) +1.475 | D(fake) +0.050
💾 Saved: /content/drive/MyDrive/gan-rl-runs/12000_iters/checkpoints_64_12000_iters/checkpoints_64_12000_iters/gan_step_011500.pt
step 11510 | loss_D 0.5822 | loss_G 1.5324 | D(real) +2.006 | D(fake) -0.647
step 11520 | loss_D 1.5743 | loss_G 0.8225 | D(real) +0.029 | D(fake) +0.114
step 11530 | loss_D 0.9461 | loss_G 1.0334 | D(real) +1.099 | D(fake) -0.165
step 11540 | loss_D 0.9821 | loss_G 1.1304 | D(real) +1.151 | D(fake) -0.080
step 11550 | loss_D 1.0866 | loss_G 0.9872 | D(real) +0.038 | D(fake) -0.916
step 11560 | loss_D 1.0052 | loss_G 1.3534 | D(real) -0.028 | D(fake) -1.281
step 11570 | loss_D 0.7092 | loss_G 0.8707 | D(real) +0.916 | D(fake) -1.049
step 11580 | loss_D 1.0734 | loss_G 1.0904 | D(real) +0.162 | D(fake) -0.743
step 11590 | loss_D 1.1935 | loss_G 0.6849 | D(real) -0.078 | D(fake) -0.883
step 11600 | loss_D 0.8303 | loss_G 1.0669 | D(real) +0.721 | D(fake) -0.753
step 11610 | loss_D 1.1787 | loss_G 1.0106 | D(real) +0.663 | D(fake) -0.656
step 11620 | loss_D 1.0252 | loss_G 1.0685 | D(real) +0.255 | D(fake) -0.659
step 11630 | loss_D 0.7002 | loss_G 0.7377 | D(real) +0.980 | D(fake) -1.361
step 11640 | loss_D 0.9099 | loss_G 1.2683 | D(real) +0.381 | D(fake) -0.767
step 11650 | loss_D 0.9013 | loss_G 1.7095 | D(real) +1.102 | D(fake) -0.547
step 11660 | loss_D 0.9979 | loss_G 1.1327 | D(real) +0.388 | D(fake) -0.740
step 11670 | loss_D 1.1802 | loss_G 1.4890 | D(real) -0.235 | D(fake) -0.905
step 11680 | loss_D 1.3935 | loss_G 1.0494 | D(real) -0.177 | D(fake) -0.538
step 11690 | loss_D 1.4220 | loss_G 1.1582 | D(real) -0.343 | D(fake) -0.374
step 11700 | loss_D 0.8825 | loss_G 0.6854 | D(real) +0.707 | D(fake) -0.559
step 11710 | loss_D 0.9951 | loss_G 0.8703 | D(real) +1.363 | D(fake) -0.003
step 11720 | loss_D 1.2532 | loss_G 0.9086 | D(real) -0.385 | D(fake) -0.917
step 11730 | loss_D 1.2762 | loss_G 0.8143 | D(real) +0.207 | D(fake) -0.557
step 11740 | loss_D 0.5888 | loss_G 1.6127 | D(real) +1.060 | D(fake) -1.336
step 11750 | loss_D 1.0290 | loss_G 0.6407 | D(real) +0.182 | D(fake) -0.829
step 11760 | loss_D 0.8854 | loss_G 1.1877 | D(real) +0.659 | D(fake) -0.644
step 11770 | loss_D 1.1157 | loss_G 1.2266 | D(real) +0.016 | D(fake) -1.039
step 11780 | loss_D 1.5316 | loss_G 1.2024 | D(real) -0.446 | D(fake) -0.558
step 11790 | loss_D 0.5619 | loss_G 1.3250 | D(real) +2.029 | D(fake) -0.728
step 11800 | loss_D 0.8415 | loss_G 1.0235 | D(real) +0.987 | D(fake) -0.639
step 11810 | loss_D 0.9912 | loss_G 1.2247 | D(real) +1.034 | D(fake) -0.230
step 11820 | loss_D 0.8900 | loss_G 0.7676 | D(real) +1.350 | D(fake) -0.202
step 11830 | loss_D 0.8704 | loss_G 1.3096 | D(real) +0.874 | D(fake) -0.646
step 11840 | loss_D 1.2559 | loss_G 0.8915 | D(real) +0.687 | D(fake) -0.045
step 11850 | loss_D 0.6734 | loss_G 1.2539 | D(real) +1.001 | D(fake) -0.981
step 11860 | loss_D 0.9883 | loss_G 0.7329 | D(real) +0.305 | D(fake) -0.742
step 11870 | loss_D 1.0847 | loss_G 0.9148 | D(real) +0.029 | D(fake) -0.823
step 11880 | loss_D 1.1495 | loss_G 0.8572 | D(real) -0.019 | D(fake) -0.764
step 11890 | loss_D 1.2206 | loss_G 1.0591 | D(real) -0.166 | D(fake) -0.665
step 11900 | loss_D 1.3876 | loss_G 1.1009 | D(real) +0.093 | D(fake) +0.072
step 11910 | loss_D 0.8159 | loss_G 1.0956 | D(real) +1.087 | D(fake) -0.552
step 11920 | loss_D 1.5831 | loss_G 1.2545 | D(real) +0.583 | D(fake) +0.414
step 11930 | loss_D 1.0350 | loss_G 0.9991 | D(real) +1.170 | D(fake) -0.252
step 11940 | loss_D 1.2145 | loss_G 1.2866 | D(real) -0.364 | D(fake) -1.269
step 11950 | loss_D 1.1114 | loss_G 1.1692 | D(real) +0.444 | D(fake) -0.182
step 11960 | loss_D 1.2996 | loss_G 0.8227 | D(real) +0.319 | D(fake) +0.105
step 11970 | loss_D 0.9366 | loss_G 1.2292 | D(real) +0.611 | D(fake) -0.491
step 11980 | loss_D 1.1893 | loss_G 1.4127 | D(real) +0.573 | D(fake) +0.050
step 11990 | loss_D 0.9937 | loss_G 1.3253 | D(real) +1.167 | D(fake) -0.130
